,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,flight_hour_range
17052,1,Internet,RoundTrip,182,34,6,1,KNOSYD,Australia,1,0,1,8.58,0,Brief
17053,1,Internet,RoundTrip,225,30,13,1,KNOSYD,Indonesia,1,0,0,8.58,0,Brief
17054,1,Internet,RoundTrip,113,17,6,1,KNOSYD,Indonesia,1,1,1,8.58,0,Brief
17055,3,Internet,RoundTrip,47,26,23,1,KNOSYD,Australia,1,0,1,8.58,0,Brief
17056,1,Internet,RoundTrip,246,85,2,7,KNOSYD,Australia,1,0,1,8.58,0,Brief
17057,1,Internet,RoundTrip,19,91,14,1,KNOSYD,Indonesia,1,0,1,8.58,0,Brief
17058,1,Internet,RoundTrip,27,27,9,3,KNOSYD,Australia,1,1,1,8.58,0,Brief
17059,1,Internet,RoundTrip,249,28,13,7,KNOSYD,Australia,1,1,1,8.58,0,Brief
17060,1,Internet,RoundTrip,173,42,1,2,KNOSYD,Indonesia,1,0,0,8.58,0,Brief
17061,1,Internet,RoundTrip,58,57,0,4,KNOSYD,Australia,1,1,0,8.58,0,Brief
17062,1,Internet,RoundTrip,332,21,0,6,KNOSYD,Australia,0,0,0,8.58,0,Brief
17063,2,Internet,RoundTrip,204,21,11,2,KNOSYD,Australia,1,1,1,8.58,0,Brief
17064,1,Internet,RoundTrip,10,122,16,1,KNOSYD,Australia,1,0,1,8.58,0,Brief
17065,1,Internet,RoundTrip,21,75,2,6,KNOSYD,Indonesia,1,0,0,8.58,0,Brief
17066,2,Internet,RoundTrip,76,63,8,4,KNOSYD,Indonesia,0,0,0,8.58,0,Brief
17067,2,Internet,RoundTrip,18,61,9,5,KNOSYD,Indonesia,1,0,0,8.58,0,Brief
17068,1,Internet,RoundTrip,13,31,3,2,KNOSYD,Australia,0,0,0,8.58,0,Brief
17069,1,Internet,RoundTrip,48,84,2,5,KNOSYD,Indonesia,1,0,0,8.58,0,Brief
17070,2,Internet,RoundTrip,147,20,1,5,KNOSYD,Australia,1,0,1,8.58,0,Brief
17071,1,Internet,RoundTrip,43,20,5,6,KNOSYD,Australia,1,0,1,8.58,0,Brief
17072,1,Internet,RoundTrip,33,84,1,6,KNOSYD,Indonesia,1,0,1,8.58,0,Brief
17073,2,Internet,RoundTrip,156,17,8,2,KNOSYD,Australia,0,0,0,8.58,0,Brief
17074,1,Internet,RoundTrip,61,90,4,4,KNOSYD,Indonesia,0,0,0,8.58,0,Brief
17075,1,Internet,RoundTrip,33,29,2,5,KNOSYD,Indonesia,0,0,0,8.58,0,Brief
17076,1,Internet,RoundTrip,7,22,13,2,KNOSYD,Australia,1,0,1,8.58,0,Brief
17077,1,Internet,RoundTrip,69,21,5,6,KNOSYD,Indonesia,1,1,1,8.58,0,Brief
17078,2,Internet,RoundTrip,109,33,10,7,KNOSYD,Australia,1,0,1,8.58,0,Brief
17079,1,Internet,RoundTrip,124,61,11,1,KNOSYD,Australia,1,1,1,8.58,0,Brief
17080,2,Internet,RoundTrip,246,88,2,1,KNOSYD,Australia,1,1,1,8.58,1,Brief
17081,1,Internet,RoundTrip,50,70,9,1,KNOSYD,Australia,1,0,1,8.58,0,Brief
17083,1,Internet,RoundTrip,80,30,13,3,KNOSYD,Australia,1,0,0,8.58,0,Brief
17084,1,Internet,RoundTrip,69,20,3,6,KNOSYD,Australia,1,1,1,8.58,0,Brief
17085,1,Internet,RoundTrip,347,27,10,6,KNOSYD,Indonesia,1,0,0,8.58,0,Brief
17086,1,Internet,RoundTrip,19,17,8,7,KNOSYD,Australia,1,1,1,8.58,0,Brief
17087,1,Internet,RoundTrip,39,27,12,5,KNOSYD,Australia,1,1,1,8.58,0,Brief
17088,1,Internet,RoundTrip,109,28,5,2,KNOSYD,Indonesia,0,0,1,8.58,0,Brief
17089,1,Internet,RoundTrip,39,30,17,6,KNOSYD,Indonesia,1,1,1,8.58,0,Brief
17090,1,Internet,RoundTrip,171,22,16,7,KNOSYD,Australia,1,1,0,8.58,0,Brief
17091,3,Internet,RoundTrip,389,18,14,7,KNOSYD,Indonesia,1,0,0,8.58,0,Brief
17092,1,Internet,RoundTrip,4,27,15,7,KNOTPE,Indonesia,0,1,0,4.67,0,Brief
17093,1,Internet,RoundTrip,3,29,13,3,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17094,2,Internet,RoundTrip,49,29,16,1,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17095,2,Internet,RoundTrip,110,30,3,1,KNOTPE,Taiwan,1,0,1,4.67,0,Brief
17096,1,Internet,RoundTrip,22,18,8,5,KNOTPE,Indonesia,0,0,0,4.67,0,Brief
17097,1,Internet,RoundTrip,23,25,4,6,KNOTPE,Taiwan,0,0,0,4.67,1,Brief
17098,1,Internet,RoundTrip,15,22,7,2,KNOTPE,Taiwan,1,1,0,4.67,0,Brief
17099,1,Internet,RoundTrip,43,28,2,1,KNOTPE,Indonesia,0,0,1,4.67,0,Brief
17100,1,Internet,RoundTrip,135,29,16,5,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17101,1,Internet,RoundTrip,136,18,23,1,KNOTPE,Taiwan,1,0,1,4.67,1,Brief
17102,1,Internet,RoundTrip,12,27,15,5,KNOTPE,Indonesia,1,0,0,4.67,1,Brief
17103,1,Internet,RoundTrip,94,36,11,3,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17104,2,Internet,RoundTrip,12,28,17,4,KNOTPE,Taiwan,1,1,0,4.67,0,Brief
17105,2,Internet,RoundTrip,29,108,9,5,KNOTPE,Taiwan,1,1,1,4.67,0,Brief
17106,2,Internet,RoundTrip,101,17,14,1,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17107,1,Internet,RoundTrip,13,31,13,2,KNOTPE,Taiwan,1,1,1,4.67,0,Brief
17108,1,Internet,RoundTrip,153,34,6,3,KNOTPE,Indonesia,1,1,1,4.67,0,Brief
17109,1,Mobile,RoundTrip,11,18,3,4,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17110,1,Internet,RoundTrip,148,30,3,7,KNOTPE,Taiwan,0,0,0,4.67,0,Brief
17111,2,Internet,RoundTrip,274,18,8,1,KNOTPE,Indonesia,1,0,0,4.67,1,Brief
17112,1,Internet,RoundTrip,1,17,15,3,KNOTPE,Taiwan,0,0,1,4.67,0,Brief
17113,1,Internet,RoundTrip,23,29,8,1,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17114,1,Internet,RoundTrip,10,31,11,7,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17115,1,Internet,RoundTrip,8,79,9,7,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17116,1,Internet,RoundTrip,252,28,15,1,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17117,1,Internet,RoundTrip,90,17,14,6,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17118,2,Internet,RoundTrip,179,20,14,3,KNOTPE,Indonesia,1,0,0,4.67,1,Brief
17119,1,Internet,RoundTrip,3,140,1,1,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17120,3,Internet,RoundTrip,213,26,3,7,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17121,1,Internet,RoundTrip,5,26,9,5,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17122,1,Internet,RoundTrip,9,27,7,3,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17123,3,Internet,RoundTrip,136,23,10,3,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17124,2,Internet,RoundTrip,93,22,12,2,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17125,1,Internet,RoundTrip,71,23,13,4,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17126,2,Internet,RoundTrip,114,51,11,6,KNOTPE,Taiwan,1,1,1,4.67,0,Brief
17127,1,Internet,RoundTrip,47,127,7,6,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17128,2,Internet,RoundTrip,3,18,3,3,KNOTPE,Indonesia,0,0,0,4.67,0,Brief
17129,1,Internet,RoundTrip,20,27,16,5,KNOTPE,Taiwan,1,1,1,4.67,0,Brief
17130,1,Internet,RoundTrip,73,30,8,2,KNOTPE,Indonesia,0,0,0,4.67,0,Brief
17131,1,Internet,RoundTrip,49,20,0,3,KNOTPE,Indonesia,1,1,0,4.67,0,Brief
17132,2,Internet,RoundTrip,81,18,2,7,KNOTPE,Taiwan,1,1,1,4.67,0,Brief
17133,1,Internet,RoundTrip,20,67,15,4,KNOTPE,Taiwan,1,0,1,4.67,0,Brief
17134,3,Internet,RoundTrip,34,127,3,5,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17135,1,Internet,RoundTrip,29,22,5,3,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17136,1,Internet,RoundTrip,14,71,17,5,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17137,1,Internet,RoundTrip,47,18,8,3,KNOTPE,Indonesia,1,0,1,4.67,0,Brief
17138,2,Internet,RoundTrip,71,17,5,7,KNOTPE,Taiwan,0,1,1,4.67,0,Brief
17139,1,Internet,RoundTrip,16,165,15,2,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17140,3,Internet,RoundTrip,11,27,4,1,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17141,1,Internet,RoundTrip,12,28,6,3,KNOTPE,Taiwan,1,0,0,4.67,1,Brief
17142,3,Internet,RoundTrip,131,28,10,4,KNOTPE,Indonesia,1,0,0,4.67,1,Brief
17143,2,Internet,RoundTrip,135,26,10,1,KNOTPE,Indonesia,0,0,0,4.67,0,Brief
17144,1,Internet,RoundTrip,23,30,3,6,KNOTPE,Indonesia,1,0,0,4.67,1,Brief
17145,1,Mobile,RoundTrip,31,24,2,1,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17146,1,Internet,RoundTrip,9,177,4,6,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17147,1,Internet,RoundTrip,94,36,14,5,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17148,2,Internet,RoundTrip,85,21,0,1,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17149,2,Internet,RoundTrip,240,46,15,5,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17150,3,Internet,RoundTrip,128,40,3,1,KNOTPE,Taiwan,1,1,1,4.67,0,Brief
17151,1,Internet,RoundTrip,82,29,13,3,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17152,1,Internet,RoundTrip,17,21,10,2,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17153,1,Internet,RoundTrip,111,29,2,2,KNOTPE,Indonesia,1,1,1,4.67,0,Brief
17154,2,Internet,RoundTrip,184,41,14,2,KNOTPE,Taiwan,0,0,0,4.67,0,Brief
17155,1,Internet,RoundTrip,60,20,1,6,KNOTPE,Indonesia,1,1,0,4.67,0,Brief
17156,2,Internet,RoundTrip,94,29,8,2,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17157,5,Internet,RoundTrip,392,18,5,3,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17158,1,Internet,RoundTrip,26,17,6,5,KNOTPE,Taiwan,1,0,1,4.67,0,Brief
17159,1,Internet,RoundTrip,18,56,8,5,KNOTPE,Indonesia,1,0,1,4.67,0,Brief
17160,1,Internet,RoundTrip,55,26,14,2,KNOTPE,Indonesia,0,0,0,4.67,0,Brief
17161,1,Internet,RoundTrip,9,30,2,5,KNOTPE,Taiwan,0,0,0,4.67,0,Brief
17162,1,Internet,RoundTrip,113,31,12,7,KNOTPE,Taiwan,1,1,1,4.67,0,Brief
17163,1,Internet,RoundTrip,20,38,7,4,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17164,2,Internet,RoundTrip,198,44,5,3,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17165,1,Mobile,RoundTrip,140,36,15,1,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17166,1,Internet,RoundTrip,46,37,4,5,KNOTPE,Indonesia,1,0,1,4.67,0,Brief
17167,1,Internet,RoundTrip,24,21,16,1,KNOTPE,Taiwan,1,0,1,4.67,0,Brief
17168,1,Internet,RoundTrip,72,140,12,3,KNOTPE,Taiwan,1,1,1,4.67,0,Brief
17169,1,Internet,RoundTrip,3,30,4,1,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17170,1,Internet,RoundTrip,23,76,7,3,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17171,2,Internet,RoundTrip,42,23,14,1,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17172,4,Internet,RoundTrip,25,17,3,4,KNOTPE,Indonesia,1,0,1,4.67,0,Brief
17173,2,Internet,RoundTrip,100,23,8,5,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17174,1,Internet,RoundTrip,185,29,13,6,KNOTPE,Indonesia,0,0,0,4.67,0,Brief
17175,2,Internet,RoundTrip,84,57,12,5,KNOTPE,Indonesia,1,1,1,4.67,0,Brief
17176,1,Internet,RoundTrip,5,26,6,4,KNOTPE,Taiwan,0,0,0,4.67,0,Brief
17177,1,Internet,RoundTrip,35,17,8,5,KNOTPE,Taiwan,1,0,1,4.67,0,Brief
17178,1,Internet,RoundTrip,17,17,6,4,KNOTPE,Indonesia,1,0,0,4.67,1,Brief
17179,2,Internet,RoundTrip,26,57,10,4,KNOTPE,Taiwan,1,0,1,4.67,0,Brief
17180,1,Internet,RoundTrip,39,28,12,1,KNOTPE,Taiwan,0,0,1,4.67,0,Brief
17181,1,Internet,RoundTrip,271,25,5,7,KNOTPE,Indonesia,1,0,1,4.67,0,Brief
17182,1,Internet,CircleTrip,7,1,11,6,KNOTPE,Taiwan,1,0,1,4.67,0,Brief
17183,6,Internet,RoundTrip,44,17,5,5,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17184,1,Internet,RoundTrip,180,35,8,1,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17185,1,Internet,RoundTrip,27,30,8,4,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17186,1,Internet,RoundTrip,52,26,6,3,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17187,1,Mobile,RoundTrip,75,29,11,7,KNOTPE,Indonesia,1,1,0,4.67,0,Brief
17188,1,Internet,RoundTrip,26,26,10,6,KNOTPE,Indonesia,1,1,1,4.67,0,Brief
17189,1,Internet,RoundTrip,23,39,16,3,KNOTPE,Taiwan,0,0,0,4.67,0,Brief
17190,2,Internet,RoundTrip,33,27,5,2,KNOTPE,Taiwan,1,0,1,4.67,0,Brief
17192,1,Internet,RoundTrip,101,33,13,5,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17193,1,Mobile,RoundTrip,123,28,18,6,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17194,1,Mobile,RoundTrip,6,17,14,2,KNOTPE,Indonesia,1,1,0,4.67,0,Brief
17196,1,Internet,RoundTrip,2,177,11,4,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17197,1,Internet,RoundTrip,33,32,11,4,KNOTPE,Taiwan,1,0,1,4.67,0,Brief
17198,1,Internet,RoundTrip,15,28,10,2,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17199,1,Internet,RoundTrip,41,26,6,2,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17200,1,Internet,RoundTrip,86,55,13,2,KNOTPE,Taiwan,1,1,1,4.67,0,Brief
17201,3,Mobile,RoundTrip,178,18,7,2,KNOTPE,Taiwan,1,1,1,4.67,0,Brief
17202,4,Internet,RoundTrip,81,18,3,7,KNOTPE,Taiwan,1,1,1,4.67,0,Brief
17203,2,Internet,RoundTrip,167,20,7,4,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17204,1,Internet,RoundTrip,57,17,0,7,KNOTPE,Taiwan,0,0,0,4.67,0,Brief
17205,1,Internet,RoundTrip,2,17,10,5,KNOTPE,Taiwan,1,1,1,4.67,0,Brief
17206,1,Internet,RoundTrip,109,29,14,5,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17207,2,Internet,RoundTrip,56,20,5,1,KNOTPE,Taiwan,1,0,1,4.67,0,Brief
17208,3,Internet,RoundTrip,59,22,9,3,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17209,1,Internet,RoundTrip,15,142,11,3,KNOTPE,Taiwan,1,0,1,4.67,0,Brief
17210,1,Internet,RoundTrip,4,28,13,2,KNOTPE,Taiwan,1,0,1,4.67,1,Brief
17211,1,Internet,RoundTrip,20,29,13,7,KNOTPE,Indonesia,0,0,0,4.67,0,Brief
17212,2,Internet,RoundTrip,50,65,15,1,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17213,1,Internet,RoundTrip,117,36,6,2,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17214,1,Internet,RoundTrip,72,139,4,5,KNOTPE,Taiwan,1,0,1,4.67,0,Brief
17215,1,Internet,RoundTrip,46,29,6,4,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17216,1,Mobile,RoundTrip,22,17,9,1,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17217,1,Internet,RoundTrip,42,27,0,3,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17218,1,Internet,RoundTrip,93,25,18,7,KNOTPE,Taiwan,1,1,1,4.67,0,Brief
17219,1,Internet,RoundTrip,111,29,11,2,KNOTPE,Taiwan,1,1,1,4.67,0,Brief
17220,1,Internet,RoundTrip,173,27,12,3,KNOTPE,Indonesia,1,0,1,4.67,0,Brief
17221,1,Internet,RoundTrip,222,68,17,7,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17222,1,Internet,RoundTrip,79,17,10,4,KNOTPE,Taiwan,1,0,0,4.67,0,Brief
17223,2,Internet,RoundTrip,38,29,15,6,KNOTPE,Indonesia,1,0,1,4.67,0,Brief
17224,1,Internet,RoundTrip,86,26,12,6,KNOTPE,Taiwan,1,0,1,4.67,0,Brief
17225,1,Internet,RoundTrip,2,44,4,1,KNOTPE,Indonesia,1,0,0,4.67,0,Brief
17226,1,Internet,RoundTrip,17,23,4,3,KNOXIY,Indonesia,1,1,0,5.0,0,Brief
17227,2,Internet,RoundTrip,2,24,1,3,KNOXIY,China,0,0,1,5.0,1,Brief
17228,1,Mobile,RoundTrip,31,23,7,3,KNOXIY,Indonesia,1,1,0,5.0,0,Brief
17229,1,Internet,RoundTrip,65,18,7,1,KOSMEL,Australia,0,0,1,8.83,0,Brief
17230,1,Mobile,RoundTrip,171,27,6,1,KOSOOL,Australia,0,0,0,8.83,0,Brief
17232,1,Internet,RoundTrip,16,41,3,2,KOSOOL,Australia,0,0,1,8.83,0,Brief
17233,1,Internet,RoundTrip,89,20,2,4,KOSOOL,Australia,0,0,0,8.83,0,Brief
17234,1,Internet,RoundTrip,70,29,11,3,KOSPEK,Cambodia,1,0,0,6.42,0,Brief
17235,1,Internet,RoundTrip,168,29,7,6,KOSSYD,Kazakhstan,1,0,0,8.58,1,Brief
17236,1,Internet,RoundTrip,22,19,23,4,KTMMEL,Australia,1,1,0,8.83,0,Brief
17237,1,Internet,RoundTrip,32,54,17,5,KTMMEL,Nepal,1,0,1,8.83,0,Brief
17238,1,Mobile,RoundTrip,57,27,0,7,KTMMEL,Australia,0,1,0,8.83,0,Brief
17239,1,Mobile,RoundTrip,52,22,7,4,KTMMEL,Australia,1,0,0,8.83,0,Brief
17240,1,Internet,RoundTrip,88,17,8,4,KTMMEL,Australia,1,1,1,8.83,0,Brief
17241,1,Internet,OneWay,42,24,6,6,KTMMEL,Australia,1,1,1,8.83,0,Brief
17242,2,Internet,RoundTrip,89,22,11,1,KTMMEL,Australia,0,0,0,8.83,0,Brief
17243,1,Internet,CircleTrip,47,17,2,1,KTMMEL,Australia,1,0,1,8.83,0,Brief
17244,2,Internet,RoundTrip,367,20,9,1,KTMMEL,Australia,1,1,1,8.83,0,Brief
17245,3,Internet,RoundTrip,7,30,5,7,KTMMEL,Australia,1,0,1,8.83,0,Brief
17246,1,Internet,RoundTrip,11,32,6,1,KTMMEL,Australia,1,1,1,8.83,0,Brief
17247,2,Internet,OneWay,89,23,10,5,KTMMEL,Australia,1,0,1,8.83,0,Brief
17248,1,Internet,RoundTrip,9,26,3,5,KTMMEL,Australia,1,0,0,8.83,0,Brief
17249,1,Internet,RoundTrip,73,27,13,3,KTMMEL,Australia,1,0,0,8.83,0,Brief
17250,1,Internet,RoundTrip,61,22,5,6,KTMMEL,Australia,1,0,1,8.83,0,Brief
17251,1,Internet,RoundTrip,73,27,12,3,KTMMEL,Australia,1,0,0,8.83,0,Brief
17252,1,Internet,RoundTrip,56,22,15,5,KTMMEL,Nepal,1,1,1,8.83,0,Brief
17253,1,Internet,RoundTrip,21,63,1,4,KTMMEL,Australia,1,0,1,8.83,0,Brief
17254,1,Internet,RoundTrip,57,29,7,7,KTMMEL,Australia,1,0,1,8.83,1,Brief
17255,1,Internet,OneWay,207,44,4,3,KTMMEL,Australia,1,0,0,8.83,0,Brief
17256,2,Internet,CircleTrip,143,25,4,7,KTMMEL,Australia,1,1,1,8.83,0,Brief
17257,2,Internet,RoundTrip,16,35,2,3,KTMMEL,Australia,1,1,1,8.83,0,Brief
17258,2,Internet,RoundTrip,65,29,14,4,KTMMEL,Australia,1,1,1,8.83,0,Brief
17259,1,Internet,RoundTrip,77,24,8,5,KTMMEL,Australia,1,0,1,8.83,0,Brief
17260,2,Internet,RoundTrip,26,29,12,2,KTMMEL,Australia,1,1,1,8.83,0,Brief
17261,1,Internet,RoundTrip,92,20,14,4,KTMMEL,Australia,1,0,0,8.83,0,Brief
17262,1,Internet,RoundTrip,32,24,3,1,KTMMEL,Australia,1,1,0,8.83,0,Brief
17263,1,Internet,RoundTrip,33,25,11,5,KTMMEL,Australia,1,1,1,8.83,0,Brief
17264,2,Internet,RoundTrip,76,21,5,1,KTMMEL,Australia,1,0,1,8.83,0,Brief
17265,2,Internet,RoundTrip,34,37,1,1,KTMMEL,Australia,1,0,1,8.83,0,Brief
17266,1,Internet,RoundTrip,87,19,1,1,KTMMEL,Australia,0,0,1,8.83,0,Brief
17267,2,Internet,RoundTrip,82,25,6,2,KTMMEL,Australia,1,0,1,8.83,0,Brief
17268,1,Internet,RoundTrip,37,23,2,1,KTMMEL,Australia,1,0,0,8.83,0,Brief
17269,1,Internet,RoundTrip,10,22,7,3,KTMMEL,Australia,1,0,0,8.83,0,Brief
17270,1,Internet,RoundTrip,58,22,7,7,KTMMEL,Australia,0,0,0,8.83,0,Brief
17271,1,Internet,RoundTrip,32,54,16,5,KTMMEL,Nepal,1,0,1,8.83,0,Brief
17272,3,Internet,RoundTrip,83,21,4,6,KTMMEL,Australia,1,0,0,8.83,0,Brief
17273,2,Internet,RoundTrip,12,24,3,1,KTMMEL,Australia,1,1,1,8.83,0,Brief
17274,1,Internet,RoundTrip,58,28,8,5,KTMMEL,Australia,1,0,0,8.83,0,Brief
17275,1,Internet,RoundTrip,28,63,9,4,KTMMEL,Australia,1,0,1,8.83,0,Brief
17276,1,Internet,RoundTrip,37,30,5,3,KTMMEL,Australia,1,0,0,8.83,0,Brief
17277,1,Internet,RoundTrip,65,22,2,7,KTMMEL,Australia,1,0,0,8.83,0,Brief
17278,1,Internet,RoundTrip,78,17,2,7,KTMMEL,Australia,1,0,1,8.83,0,Brief
17279,1,Internet,CircleTrip,125,26,12,7,KTMMEL,Australia,1,1,1,8.83,0,Brief
17280,1,Internet,RoundTrip,55,30,6,2,KTMMEL,Australia,1,1,1,8.83,0,Brief
17281,1,Internet,RoundTrip,128,85,11,1,KTMMEL,Australia,1,0,0,8.83,0,Brief
17282,1,Internet,RoundTrip,62,26,4,3,KTMMEL,Australia,1,1,1,8.83,0,Brief
17283,1,Internet,RoundTrip,60,22,4,1,KTMMEL,Nepal,1,1,1,8.83,0,Brief
17284,1,Internet,RoundTrip,161,22,1,4,KTMMEL,Australia,1,0,1,8.83,0,Brief
17285,1,Internet,RoundTrip,3,41,6,3,KTMMEL,Australia,1,0,1,8.83,0,Brief
17286,1,Internet,RoundTrip,73,17,8,1,KTMMEL,Australia,1,0,1,8.83,0,Brief
17287,1,Internet,CircleTrip,13,18,9,4,KTMMEL,Australia,0,0,0,8.83,0,Brief
17288,1,Internet,RoundTrip,122,28,5,4,KTMMEL,Australia,1,0,0,8.83,0,Brief
17289,1,Internet,RoundTrip,42,28,11,5,KTMMFM,Macau,1,0,0,4.75,0,Brief
17290,1,Internet,RoundTrip,56,29,1,1,KTMMFM,Macau,1,0,0,4.75,1,Brief
17291,1,Internet,RoundTrip,6,40,6,1,KTMMFM,Macau,1,0,0,4.75,0,Brief
17292,1,Internet,RoundTrip,52,18,1,5,KTMMFM,Macau,0,0,0,4.75,0,Brief
17293,1,Internet,RoundTrip,59,17,2,5,KTMMFM,Macau,1,0,0,4.75,0,Brief
17294,1,Internet,RoundTrip,67,19,10,1,KTMMFM,China,1,0,0,4.75,0,Brief
17295,1,Internet,RoundTrip,3,17,4,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17296,1,Internet,RoundTrip,28,23,4,1,KTMMFM,Macau,1,0,1,4.75,0,Brief
17297,1,Internet,RoundTrip,40,19,11,7,KTMMFM,Macau,1,0,1,4.75,0,Brief
17298,1,Internet,RoundTrip,30,29,2,6,KTMMFM,Macau,1,0,0,4.75,0,Brief
17299,1,Internet,RoundTrip,13,26,9,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17300,1,Internet,RoundTrip,49,26,11,5,KTMMFM,Macau,1,0,1,4.75,0,Brief
17301,1,Internet,RoundTrip,22,17,7,3,KTMMFM,Macau,1,0,0,4.75,0,Brief
17302,1,Internet,RoundTrip,7,25,12,6,KTMMFM,Macau,1,0,0,4.75,1,Brief
17303,1,Internet,RoundTrip,81,29,12,1,KTMMFM,Macau,1,0,1,4.75,1,Brief
17304,1,Internet,RoundTrip,76,23,8,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17305,1,Internet,RoundTrip,28,29,3,6,KTMMFM,Macau,1,0,1,4.75,0,Brief
17306,1,Internet,RoundTrip,47,17,9,1,KTMMFM,Macau,1,0,1,4.75,0,Brief
17307,1,Mobile,RoundTrip,1,25,7,2,KTMMFM,Macau,0,0,0,4.75,0,Brief
17308,1,Internet,RoundTrip,73,25,10,7,KTMMFM,Macau,1,0,1,4.75,0,Brief
17309,1,Internet,RoundTrip,51,19,9,3,KTMMFM,Macau,1,0,0,4.75,0,Brief
17310,1,Internet,RoundTrip,60,18,1,5,KTMMFM,Macau,1,0,0,4.75,0,Brief
17311,1,Internet,RoundTrip,11,30,8,1,KTMMFM,Macau,1,0,0,4.75,0,Brief
17312,1,Internet,RoundTrip,2,40,7,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17313,1,Internet,RoundTrip,62,25,6,2,KTMMFM,Macau,1,0,0,4.75,1,Brief
17314,1,Internet,RoundTrip,129,28,11,5,KTMMFM,Macau,1,0,0,4.75,1,Brief
17315,1,Internet,RoundTrip,9,17,1,2,KTMMFM,Macau,1,1,1,4.75,1,Brief
17316,1,Internet,RoundTrip,36,19,9,3,KTMMFM,Macau,1,0,0,4.75,1,Brief
17317,1,Internet,RoundTrip,30,189,14,1,KTMMFM,Macau,0,0,0,4.75,0,Brief
17318,1,Mobile,RoundTrip,84,25,23,5,KTMMFM,Thailand,1,0,0,4.75,0,Brief
17319,1,Mobile,RoundTrip,0,27,1,3,KTMMFM,Macau,0,0,0,4.75,0,Brief
17320,1,Internet,RoundTrip,8,30,2,4,KTMMFM,Macau,1,0,0,4.75,1,Brief
17321,1,Internet,RoundTrip,86,25,9,6,KTMMFM,Macau,1,0,1,4.75,0,Brief
